Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Trade_Type,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
MES,GAP,2016-08-02 08:29:00,2016-08-02 08:49:00,2583.75,2579.0,10.0,-237.5,7940.0,-0.02375,0.794,-0.02375,0.3333333333333333,LE,LX.Stop1.C,Long,250.0,-87.5,0.037000000000000005
MES,GAP,2016-08-05 08:29:00,2016-08-05 11:15:00,2589.5,2599.0,8.0,-380.0,7560.0,-0.038,0.756,-0.06175,2.7666666666666666,SE,SX.Stop2.C,Short,390.0,-60.0,0.0222
MES,GAP,2016-08-16 08:29:00,2016-08-16 14:59:00,2603.5,2597.5,18.0,-540.0,7020.0,-0.054,0.702,-0.11575,6.5,LE,LX.EOD,Long,585.0,-45.0,0.07139999999999999
MES,GAP,2016-08-19 08:29:00,2016-08-19 14:59:00,2599.5,2602.75,4.0,65.0,7085.0,0.0065,0.7085,-0.10925,6.5,LE,LX.EOD,Long,110.0,-100.0,0.8332999999999999
MES,GAP,2016-08-23 08:29:00,2016-08-23 14:59:00,2609.5,2606.25,4.0,65.0,7150.0,0.0065,0.715,-0.10275,6.5,SE,SX.EOD,Short,70.0,-65.0,1.0
MES,GAP,2016-08-25 08:29:00,2016-08-25 10:05:00,2591.75,2598.0,7.0,218.75,7368.75,0.021875,0.736875,-0.080875,1.6,LE,LX.Targ.Pcnt,Long,87.5,-218.75,1.0
MES,GAP,2016-08-26 08:29:00,2016-08-26 08:36:00,2596.0,2599.75,12.0,-225.0,7143.75,-0.0225,0.714375,-0.103375,0.11666666666666667,SE,SX.Stop1.C,Short,225.0,-30.0,0.0
MES,GAP,2016-09-09 08:29:00,2016-09-09 10:57:00,2585.75,2571.75,5.0,-350.0,6793.75,-0.035,0.679375,-0.138375,2.466666666666667,LE,LX.Stop2.C,Long,356.25,-18.75,0.0167
MES,GAP,2016-09-22 08:29:00,2016-09-22 14:59:00,2595.25,2598.5,15.0,-243.75,6550.0,-0.024375,0.655,-0.16275,6.5,SE,SX.EOD,Short,412.5,-225.0,0.2647
MES,GAP,2016-09-29 08:29:00,2016-09-29 09:03:00,2588.25,2593.75,8.0,220.0,6770.0,0.022,0.677,-0.14075,0.5666666666666667,LE,LX.Targ.Pcnt,Long,30.0,-220.0,1.0
MES,GAP,2016-10-06 08:29:00,2016-10-06 10:10:00,2577.5,2571.5,8.0,-240.0,6530.0,-0.024,0.653,-0.16475,1.6833333333333333,LE,LX.Stop1.C,Long,240.0,-90.0,0.0
MES,GAP,2016-10-07 08:29:00,2016-10-07 08:36:00,2585.0,2581.0,18.0,360.0,6890.0,0.036,0.689,-0.12875,0.11666666666666667,SE,SX.Targ.Pcnt,Short,202.5,-360.0,1.0
MES,GAP,2016-10-11 08:29:00,2016-10-11 09:12:00,2580.25,2571.5,5.0,-218.75,6671.25,-0.021875,0.667125,-0.150625,0.7166666666666667,LE,LX.Stop1.C,Long,225.0,-37.5,0.023799999999999998
MES,GAP,2016-10-19 08:29:00,2016-10-19 09:46:00,2563.5,2568.0,18.0,-405.0,6266.25,-0.0405,0.626625,-0.191125,1.2833333333333334,SE,SX.Stop1.C,Short,405.0,-292.5,0.0
MES,GAP,2016-10-20 08:29:00,2016-10-20 09:05:00,2563.0,2568.25,18.0,472.5,6738.75,0.04725,0.673875,-0.143875,0.6,LE,LX.Targ.Pcnt,Long,360.0,-472.5,1.0
MES,GAP,2016-10-26 08:29:00,2016-10-26 14:59:00,2557.25,2561.5,3.0,63.75,6802.5,0.006375,0.68025,-0.1375,6.5,LE,LX.EOD,Long,67.5,-161.25,0.5738
MES,GAP,2016-11-03 08:29:00,2016-11-03 11:08:00,2522.75,2518.75,9.0,180.0,6982.5,0.018,0.69825,-0.1195,2.65,SE,SX.Targ.Pcnt,Short,135.0,-180.0,1.0
MES,GAP,2016-11-08 08:29:00,2016-11-08 10:08:00,2551.25,2556.5,8.0,210.0,7192.5,0.021,0.71925,-0.0985,1.65,LE,LX.Targ.Pcnt,Long,170.0,-210.0,1.0
MES,GAP,2016-11-11 08:29:00,2016-11-11 14:59:00,2584.25,2589.5,3.0,78.75,7271.25,0.007875,0.727125,-0.090625,6.5,LE,LX.EOD,Long,116.25,-90.0,0.9455
MES,GAP,2016-11-30 08:29:00,2016-11-30 13:45:00,2639.75,2627.75,3.0,180.0,7451.25,0.018,0.745125,-0.072625,5.266666666666667,SE,SX.Targ.Pcnt,Short,18.75,-180.0,1.0
MES,GAP,2016-12-01 08:29:00,2016-12-01 08:55:00,2629.5,2624.25,8.0,210.0,7661.25,0.021,0.766125,-0.051625,0.43333333333333335,SE,SX.Targ.Pcnt,Short,20.0,-210.0,1.0
MES,GAP,2016-12-06 08:29:00,2016-12-06 08:37:00,2635.0,2630.25,10.0,237.5,7898.75,0.02375,0.789875,-0.027875,0.13333333333333333,SE,SX.Targ.Pcnt,Short,0.0,-237.5,1.0
MES,GAP,2016-12-09 08:29:00,2016-12-09 09:35:00,2677.0,2681.5,9.0,-202.5,7696.25,-0.02025,0.769625,-0.048125,1.1,SE,SX.Stop1.C,Short,213.75,-56.25,0.0417
MES,GAP,2016-12-13 08:29:00,2016-12-13 08:44:00,2692.25,2700.25,9.0,-360.0,7336.25,-0.036,0.733625,-0.084125,0.25,SE,SX.Stop2.C,Short,371.25,-0.0,0.030299999999999997
MES,GAP,2016-12-14 08:29:00,2016-12-14 12:58:00,2696.5,2701.5,18.0,450.0,7786.25,0.045,0.778625,-0.039125,4.483333333333333,LE,LX.Targ.Pcnt,Long,270.0,-450.0,1.0
MES,GAP,2016-12-16 08:29:00,2016-12-16 10:22:00,2694.75,2688.5,7.0,218.75,8005.0,0.021875,0.8005,-0.01725,1.8833333333333333,SE,SX.Targ.Pcnt,Short,43.75,-218.75,1.0
MES,GAP,2016-12-28 08:29:00,2016-12-28 08:41:00,2699.75,2696.0,10.0,187.5,8192.5,0.01875,0.81925,0.0,0.2,SE,SX.Targ.Pcnt,Short,25.0,-187.5,1.0
MES,GAP,2017-01-04 08:29:00,2017-01-04 08:36:00,2689.25,2695.5,7.0,-218.75,7973.75,-0.021875,0.797375,-0.021875,0.11666666666666667,SE,SX.Stop1.C,Short,271.25,-8.75,0.1875
MES,GAP,2017-01-05 08:29:00,2017-01-05 10:08:00,2695.0,2691.25,18.0,-337.5,7636.25,-0.03375,0.763625,-0.055625,1.65,LE,LX.Stop1.C,Long,360.0,-315.0,0.0333
MES,GAP,2017-01-25 08:29:00,2017-01-25 14:59:00,2719.0,2727.75,16.0,-700.0,6936.25,-0.07,0.693625,-0.125625,6.5,SE,SX.EOD,Short,760.0,-120.0,0.0682
MES,GAP,2017-01-31 08:29:00,2017-01-31 14:59:00,2702.25,2705.75,5.0,87.5,7023.75,0.00875,0.702375,-0.116875,6.5,LE,LX.EOD,Long,168.75,-143.75,0.82
MES,GAP,2017-02-01 08:29:00,2017-02-01 10:00:00,2715.5,2704.75,4.0,215.0,7238.75,0.0215,0.723875,-0.095375,1.5166666666666666,SE,SX.Targ.Pcnt,Short,55.0,-215.0,1.0
MES,GAP,2017-02-02 08:29:00,2017-02-02 09:58:00,2703.25,2710.75,6.0,225.0,7463.75,0.0225,0.746375,-0.072875,1.4833333333333334,LE,LX.Targ.Pcnt,Long,97.5,-225.0,1.0
MES,GAP,2017-02-03 08:29:00,2017-02-03 14:59:00,2719.25,2724.75,3.0,-82.5,7381.25,-0.00825,0.738125,-0.081125,6.5,SE,SX.EOD,Short,120.0,-45.0,0.2273
MES,GAP,2017-02-07 08:29:00,2017-02-07 11:50:00,2725.5,2718.75,15.0,506.25,7887.5,0.050625,0.78875,-0.0305,3.35,SE,SX.Targ.Pcnt,Short,206.25,-506.25,1.0
MES,GAP,2017-02-08 08:29:00,2017-02-08 10:03:00,2717.75,2722.5,10.0,237.5,8125.0,0.02375,0.8125,-0.00675,1.5666666666666667,LE,LX.Targ.Pcnt,Long,175.0,-237.5,1.0
MES,GAP,2017-02-10 08:29:00,2017-02-10 12:10:00,2741.5,2747.0,7.0,-192.5,7932.5,-0.01925,0.79325,-0.026,3.683333333333333,SE,SX.Stop1.C,Short,201.25,-52.5,0.0345
MES,GAP,2017-02-15 08:29:00,2017-02-15 09:34:00,2766.0,2770.25,18.0,382.5,8315.0,0.03825,0.8315,0.0,1.0833333333333333,LE,LX.Targ.Pcnt,Long,67.5,-382.5,1.0
MES,GAP,2017-02-22 08:29:00,2017-02-22 14:59:00,2790.5,2794.25,5.0,93.75,8408.75,0.009375,0.840875,0.0,6.5,LE,LX.EOD,Long,37.5,-150.0,0.7
MES,GAP,2017-02-24 08:29:00,2017-02-24 14:59:00,2785.25,2796.5,2.0,112.5,8521.25,0.01125,0.852125,0.0,6.5,LE,LX.EOD,Long,5.0,-125.0,0.9037999999999999
MES,GAP,2017-02-28 08:29:00,2017-02-28 11:25:00,2798.5,2793.0,8.0,-220.0,8301.25,-0.022,0.830125,-0.022,2.933333333333333,LE,LX.Stop1.C,Long,240.0,-70.0,0.0645
